INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
,ALUNO-865,,,,,,,,,,,,,,,,,,0,T,Escola Pública,Ingressante,Topázio,8.396,9.5,10,7.5,7.3,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,5,Nível 1 (4o ano),-1,1,K,2021,Não,6.25428540350877,694,168,11,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,7.38947368421053,7.5,4.58333333333333,3,6.16666666666667,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6.27777666666667,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-866,8,1,1A,Não,8.558752,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,9.7,7.5,9,7.1875,7.25,10,1,A,Rede Decisão,Veterano,Topázio,8.846,8.5,10,7.5,8.4,7.7,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9,10,Nível 1 (4o ano),0,1,A,2019,Sim,8.41672411255411,45,6,2,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.50002,9.72943722943723,7.5,9.58333333333333,9.66666666666667,9.5,,3,6.875,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Não,Sim,9.33334,5,Fase 2 (5º e 6º ano)
,ALUNO-867,,,,,,,,,,,,,,,,,,1,E,Escola Pública,Ingressante,Quartzo,4.088,0,2.1,8.1,1.7,6.9,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Não,6.7,5,Nível 3 (7o e 8o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-868,,,,,,,,,,,,,,,,,,0,Q,Escola Pública,Ingressante,Ametista,8.081,9,8.3,7.5,7,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.9,10,ALFA  (2o e 3o ano),0,0,D,2021,Não,7.56936813840156,285,80,7,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.88849902534113,8.125,6.91666666666667,7,6.83333333333333,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Não,7.916665,5,Fase 1 (4º ano)
,ALUNO-869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,P,2022,Não,6.73009437037037,577,141,11,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,8.35185185185185,7.5,4.75,2.5,7,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6.77777666666667,5,Fase 2 (5º e 6º ano)
,ALUNO-870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,L,2022,Não,8.427782,43,4,2,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10,7.5,8,6,10,,3,6.66666666666667,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Sim,9.55556666666667,5,Fase 3 (7º e 8º ano)
,ALUNO-871,,,,,,,,,,,,,,,,,,0,P,Escola Pública,Ingressante,Ágata,6.258,8.5,6.7,7.5,2.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.5,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-872,12,3,2N,Não,6.99639133333333,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,8.1,4.375,6,7.5,7.94444666666666,5,3,L,Rede Decisão,Veterano,Quartzo,4.451,6.7,2.2,5,2.9,5.2,Alocado em Fase anterior,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,3.7,10,Nível 3 (7o e 8o ano),0,3,K,2017,Não,5.52675031216931,788,118,16,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.08333,5.72751322751323,5.625,4.33333333333333,3.66666666666667,6,3.33333333333333,4,7.1875,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,5.12499,5,Fase 4 (9º ano)
Escola Pública,ALUNO-873,11,0,1K,Não,7.506112,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,8.6,7.5,7.5,6.25,7.55554999999999,5,1,J,Escola Pública,Veterano,Ágata,5.864,10,5.8,7.5,1.5,7.9,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5,Nível 3 (7o e 8o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-874,14,4,4L,Não,7.70694633333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8,5,6.33333333333333,8.54166666666666,8.05556,10,5,L,Rede Decisão,Veterano,Ágata,6.192,7.1,6.7,6.9,2.7,7.2,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,6.1,10,Nível 5 (1o EM),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-875,,,,,,,,,,,,,,,,,,0,O,Escola Pública,Ingressante,Ametista,8.069,8,10,7.5,7.1,8.4,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,5,Nível 2 (5o e 6o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,U,2022,Não,7.41007214165042,356,107,7,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.21702404158544,7.5,7.16666666666667,7.33333333333333,7,,2,5,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.16666,5,Fase 1 (4º ano)
Escola Pública,ALUNO-877,12,1,2M,Não,7.543335,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,8.3,7.5,7.5,7.5,7.916665,5,2,M,Escola Pública,Veterano,Ágata,6.379,7.4,7.5,7.5,1.9,8.1,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.5,5,Nível 3 (7o e 8o ano),-1,3,M,2019,Não,6.05804740909091,717,100,12,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.60795454545454,7.5,4.75,2.83333333333333,6.66666666666667,,4,7.03125,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não,Não,5.2083225,5,Fase 4 (9º ano)
,ALUNO-878,,,,,,,,,,,,,,,,,,0,J,Escola Pública,Ingressante,Ametista,7.083,9,6.7,7.5,6.7,5.6,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não avaliado,Não,8.5,5,Nível 1 (4o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,G,2022,Não,6.62500166666667,617,149,7,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.83333333333333,5,5.5,6,5,,2,3.75,Mantido na Fase atual,Promovido de Fase,,,Não,Não,7.166665,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-880,14,1,2F,Não,4.81138933333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41667999999999,5.8,5,0.5,6.875,5.61110666666666,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,E,2022,Não,8.05719963636364,132,31,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.84848484848485,7.5,7.83333333333333,8.66666666666667,7,,3,6.875,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Sim,Não,8.16667,5,Fase 2 (5º e 6º ano)
,ALUNO-882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,N,2022,Não,7.57653118069585,282,76,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,7.57014590347924,7.5,9.16666666666667,9.33333333333333,9,,3,5.625,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.33333333333333,5,Fase 2 (5º e 6º ano)
,ALUNO-883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,E,2022,Não,7.791668,203,49,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.66666666666667,7.5,5.5,4,7,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.16666333333333,10,Fase 1 (4º ano)
,ALUNO-884,,,,,,,,,,,,,,,,,,5,B,Escola Pública,Ingressante,Quartzo,4.511,7.9,3.9,0,2.1,7.5,Promovido de Fase,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.4,5,Nível 7 (3o EM),-2,5,B,2021,Não,5.53742302396514,787,53,16,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.66668,5.99543845315904,7.5,4.9,5,6.16666666666667,3.53333333333333,3,4.58333333333333,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,,Não,Não,6.16667,2.5,Fase 8 (Universitários)
,ALUNO-885,,,,,,,,,,,,,,,,,,1,J,Escola Pública,Ingressante,Ametista,7.772,10,8.3,7.5,3.9,8.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.8,10,Nível 1 (4o ano),0,1,L,2021,Não,8.01808985323212,136,34,5,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,9.04876926616057,7.5,8.83333333333333,8,9.66666666666667,,3,6.25,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Sim,Não,8.33333666666667,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-886,7,0,0C,Não,8.71667,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,10,7.5,8.5,7.5,7.58334,10,0,Q,Escola Pública,Veterano,Topázio,8.544,9.5,10,7.5,7.1,7.8,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.3,10,ALFA  (2o e 3o ano),0,1,M,2020,Não,8.086112,120,27,3,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.66666666666667,7.5,7.25,7.83333333333333,6.66666666666667,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Não,6.88888333333333,10,Fase 1 (4º ano)
,ALUNO-887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A,2022,Não,5.85277911111111,743,176,12,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,7.22222222222222,7.5,0,0,0,,3,4.58333333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.49999666666667,10,Fase 1 (4º ano)
Escola Pública,ALUNO-888,8,0,1K,Não,6.59389066666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.50002,7.9,7.5,0,7.91666666666666,8.11111,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-889,12,1,2D,Não,7.633752,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,8.7,7.5,7,8.4375,7.5,5,2,D,Escola Pública,Veterano,Ametista,7.933,8.5,8.3,7.5,8.3,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.8,5,Nível 3 (7o e 8o ano),-1,3,A,2019,Não,7.8315929586213,192,29,7,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,8.51386673755095,7.5,6.55555555555556,6,5.66666666666667,8,4,7.34375,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Sim,Não,7.4999975,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-890,12,2,2R,Não,6.86750066666666,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,7.9,6.875,5.5,6.66666666666666,7.16665999999999,5,3,R,Escola Pública,Veterano,Ágata,6.058,10,5.3,7.5,2.3,7.2,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Não,5.4,10,Nível 3 (7o e 8o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,D,2022,Não,8.025002,135,33,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.50002,10,7.5,6.5,5,8,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.5,10,Fase 1 (4º ano)
Escola Pública,ALUNO-892,11,1,1E,Não,7.69805733333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.4,7.5,6.5,7.29166666666666,7.94444333333333,5,1,G,Escola Pública,Veterano,Ametista,7.411,7,9.6,5.6,6.9,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.6,5,Nível 3 (7o e 8o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,P,2022,Não,5.60694533333333,773,144,10,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0,7,7.5,3.5,7,0,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,5.55556,10,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-894,14,2,5A,Não,8.79944733333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.4,8.125,8,8.95833333333333,8.05556,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,D,2022,Não,7.94404828571429,158,43,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.76190476190476,8.125,5.66666666666667,5,6.33333333333333,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.66666,10,ALFA  (2º e 3º ano)
,ALUNO-896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,U,2022,Não,7.19948358698092,430,63,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.50002,9.18490460157127,7.5,5.83333333333333,3.33333333333333,8.33333333333333,,3,5.625,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.66667,5,Fase 3 (7º e 8º ano)
,ALUNO-897,,,,,,,,,,,,,,,,,,3,M,Escola Pública,Veterano,Quartzo,5.135,7.9,3.3,6.9,4.3,6.7,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não,4.8,5,Nível 4 (9o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-898,13,3,2M,Não,7.105001,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.91667999999999,7.9,4.375,7.5,8.125,7.916665,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-899,10,1,1D,Não,7.812502,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,9.5,7.5,7.5,8.125,7.75,5,2,D,Escola Pública,Veterano,Ametista,8.092,8,7.1,7.5,7.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9,10,Nível 2 (5o e 6o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-900,,,,,,,,,,,,,,,,,,3,D,Escola Pública,Ingressante,Ágata,5.835,7.9,5.6,7.5,5.4,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.4,5,Nível 4 (9o ano),-1,3,B,2021,Não,7.07821389865969,462,58,7,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.31294949329846,7.5,6.5,6,7.16666666666667,6.33333333333333,4,7.65625,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,Não,7.54166,5,Fase 5 (1º EM)
,ALUNO-901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,J,2022,Não,6.0672225019425,715,171,15,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,5.84304584304584,7.5,3.75,0,7.5,,3,6.04166666666667,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.22222333333333,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-902,8,1,0A,Não,7.716669,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,10,7.5,8,2.5,6.083335,10,0,I,Escola Pública,Veterano,Ametista,7.273,8.5,10,7.5,5.4,7.8,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5,Nível 1 (4o ano),-1,0,B,2019,Não,7.51777071809866,302,85,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.76593192382666,7.5,7.41666666666667,8,6.83333333333333,,2,5.3125,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.749995,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-903,8,0,1M,Não,8.885835,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,9.2,7.5,10,8.125,7.916665,10,1,M,Rede Decisão,Ingressante,Topázio,9.069,9,10,7.5,8.3,8.1,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.7,10,Nível 1 (4o ano),0,2,L,2020,Sim,8.17515720987655,93,12,3,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.00002,9.38271604938272,7.5,7.5,6.5,8.5,,3,6.04166666666667,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,8.22222666666667,10,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-904,13,0,3A,Não,7.9385425,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.58335,8.5,7.5,7,7.96875,6.6666625,10,4,A,Escola Pública,Veterano,Ametista,7.144,9.2,5.6,7.5,5.9,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.2,10,Nível 4 (9o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-905,,,,,,,,,,,,,,,,,,0,M,Escola Pública,Ingressante,Ágata,6.133,9.5,5.8,7.5,3.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5,Nível 1 (4o ano),-1,0,F,2021,Não,7.65874435672515,252,69,4,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,6.65204678362573,7.5,9.1,9.1,9.1,,2,6.25,Promovido de Fase,Mantido na Fase atual,,,Não,Sim,8.416665,5,Fase 2 (5º e 6º ano)
Rede Decisão/União,ALUNO-906,16,3,4A,Sim,8.92778133333333,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,10,10,7.66666666666666,9.16666666666666,9.88889666666666,5,5,A,Rede Decisão,Veterano,Topázio,8.632,9.6,9.2,7.5,6.8,7.7,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,9.9,10,Nível 5 (1o EM),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-907,9,0,1C,Não,8.11833533333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.8,7.5,7,7.91666666666666,7.33333333333333,10,2,P,Escola Pública,Veterano,Quartzo,5.364,0,3.8,7.5,3.1,7.3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,7.6,10,Nível 2 (5o e 6o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-908,13,1,2B,Não,7.156668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.41668,7.7,6.875,7.5,6.875,7.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
